structure_id,material_id,formation_energy_per_atom
146,mp-679930,-0.12284646448214218
147,mp-506,-0.7267530875000006
148,mp-20559,-0.2006631831250001
149,mp-12722,-0.9272910099999976
150,mp-557012,-2.950063116944445
151,mp-774424,-2.3104805398234824
152,mp-635456,-0.5030016966666686
153,mp-503,-2.0274844764062507
154,mp-631317,0.8110907806249941
155,mp-552806,-2.286214909000001
156,mp-560402,-3.709680540454551
157,mp-1009127,-2.2898712649999995
158,mp-989197,-1.4447384033333333
159,mp-554236,-3.2814682361394563
160,mp-6046,-2.4191011366061685
161,mp-752858,-2.3348650664583337
162,mp-12718,-0.49752711333333305
163,mp-777422,-2.9752240794791653
164,mp-675637,0.17133057749999428
165,mp-769239,-2.8039035883333328
166,mp-14835,-3.246241883125
167,mp-18944,-2.398197092380636
168,mp-569281,-0.6605682790000003
169,mp-1864,-0.5664077681944448
170,mp-3925,-0.5034428230357142
171,mp-769632,-1.7760197923132175
172,mp-23005,-0.31129875333333246
173,mp-780129,-2.2880942393333337
174,mp-1018019,-0.722076868749999
175,mp-573324,-2.9856876227457763
176,mp-7571,-3.4137964427812495
177,mp-567407,-1.8927655541145811
178,mp-569713,-0.5104191409999999
179,mp-972204,-0.3023111837500032
180,mp-29622,-0.47191740049999675
181,mp-31134,-0.8557144322916687
182,mp-531793,-3.3367699487499993
183,mp-865250,-0.06547779625000061
184,mp-1016833,-1.8357238210000006
185,mp-768120,-2.349986483325122
186,mp-3817,-2.261726377232143
187,mp-759711,-1.6161935175925919
188,mp-28288,-2.4431841046875
189,mp-626690,-0.9607808406944471
190,mp-1085,-0.0896778850000004
191,mp-850441,-1.8388795109159668
192,mp-774317,-2.4544688762815126
193,mp-8207,-1.1066787209999993
194,mp-755667,-2.170866985277778
195,mp-753714,-1.1348649958333332
196,mp-772040,-1.9032891591250003
197,mp-574580,-1.1072274860784332
198,mp-15898,-0.7299984633333324
199,mp-568320,-1.1679693428571463
200,mp-1018729,-0.4155882472222198
201,mp-557874,-2.330342446070238
202,mp-614628,-2.8091744342090137
203,mp-779092,-2.918359551342594
204,mp-865914,-0.4970734591666677
205,mp-972296,-1.2315613150000004
206,mp-973271,0.572416271083334
207,mp-28656,-0.25340297484912894
208,mp-7233,-3.397044638468752
209,mp-1009017,-0.997528757499996
210,mp-555088,-2.3240336909615373
211,mp-770448,-3.6379192075
212,mp-647818,-2.347036688850574
213,mp-997094,-1.8636803237499997
214,mp-867319,-0.8351205575000016
215,mp-754197,-3.045869968749999
216,mp-752767,-2.17152440875
217,mp-541447,-0.90460924936111
218,mp-12815,-0.4698748994444439
219,mp-16001,-1.157896253524305
220,mp-561288,-1.6456933783425924
221,mp-19325,-3.091672178333334
222,mp-780565,-1.8692607789922713
223,mp-676874,-3.635706428484849
224,mp-13360,-0.9961193222222214
225,mp-706277,-1.0635276886297618
226,mp-540584,-1.2888827849000009
227,mp-14036,-2.624902193225
228,mp-28945,-0.30468864565476156
229,mp-998739,-3.075554446666666
230,mp-973627,0.13467816608333294
231,mp-625653,-1.1270857338392861
232,mp-20370,-1.7123381361607128
233,mp-9251,-0.42995572305555996
234,mp-865214,-0.23632068927083338
235,mp-772241,-2.7307597167025874
236,mp-21073,-0.9381017549999969
237,mp-753309,-2.5337410828571456
238,mp-20473,-0.04313287195402301
239,mp-985707,-0.049153361874999746
240,mp-540631,-2.480198996041668
241,mp-559388,-1.6708138402884567
242,mp-10846,-0.3142259846874988
243,mp-760501,-2.6921729585416676
244,mp-7060,-2.0661368949107146
245,mp-570184,-0.9486101906250042
246,mp-770124,-3.4150699604197543
247,mp-1018936,-1.3228289011111027
248,mp-36447,-2.863333982142858
249,mp-541844,-0.37851821000000047
250,mp-754640,-3.26058212246875
251,mp-571094,-0.7287114565000025
252,mp-32395,-2.3533400502277426
253,mp-510357,-1.5536867174358984
254,mp-3278,-0.9331267463333368
255,mp-10003,-0.3366852258333341
256,mp-685941,-0.3772600158333317
257,mp-571382,-0.7522827864999982
258,mp-540686,-2.5488283667768195
259,mp-28743,-0.5533955029275358
260,mp-753809,-1.945039454166664
261,mp-773030,-2.8762896609285704
262,mp-1006278,-0.7798672368750008
263,mp-3997,-0.6389626920000012
264,mp-11791,-1.444346102421874
265,mp-542629,-0.8898149104017873
266,mp-30909,-0.7830973839999998
267,mp-7234,-1.1782453852272723
268,mp-770941,-2.270507981325945
269,mp-4903,-0.6090682219999991
270,mp-570981,-0.9985145411111068
271,mp-756698,-1.9858753669230766
272,mp-30339,-0.32591705444444113
273,mp-5426,-0.639890588499999
274,mp-775434,-1.7355545541666675
275,mp-746030,-2.406373996931737
276,mp-573815,-0.34876761145833574
277,mp-675446,-1.3842993403448274
278,mp-631337,1.4668833142222226
279,mp-581834,-0.5952017527894091
280,mp-19247,-3.0418699458333336
281,mp-556343,-2.89733144720238
282,mp-8081,-2.988842056973179
283,mp-677095,-2.309094244262931
284,mp-975920,-0.3803251858333354
285,mp-975049,-0.556696038124997
286,mp-937761,-2.35906106452381
287,mp-12920,-1.2119796482142806
288,mp-31348,-0.4704107750000001
289,mp-6189,-3.0068483068750007
290,mp-669325,-1.213143046515151
291,mp-14105,-2.429437737083335
292,mp-23405,-1.45449107844189
293,mp-776759,-2.31491930248837
294,mp-573274,-1.4909503860129305
295,mp-758784,-3.7149481960714277
296,mp-775524,-2.335138387976191
297,mp-542757,-2.6828881633333346
298,mp-1568,-0.3743277988562923
299,mp-782053,-2.853767926914894
300,mp-755455,-1.2082013394444442
301,mp-24560,-2.172720308560606
302,mp-5699,-2.5234014685
303,mp-976148,-0.4119368280000002
304,mp-971720,0.12362838625000094
305,mp-556463,-2.3561772501416662
306,mp-19094,-2.4802756983333345
307,mp-542512,-2.711197672471264
308,mp-9646,-3.011946069148352
309,mp-4667,-0.7713286744444459
310,mp-28649,-3.2455293196839095
311,mp-631544,1.162864000277778
312,mp-695793,-1.3497255662068965
313,mp-1019524,-1.7607144481677015
314,mp-17687,-3.085557710092592
315,mp-540566,-1.7148465963636388
316,mp-570936,-0.28101053389285824
317,mp-29468,-1.727945424545454
318,mp-570822,-0.5037076540000015
319,mp-631592,1.037302777499998
320,mp-765675,-1.2830063292758616
321,mp-561066,-0.4741223096354199
322,mp-768330,-2.290046998268398
323,mp-33684,-2.3525898826190477
324,mp-27261,-0.488850469354834
325,mp-762215,-1.9104478064285704
326,mp-571412,-0.5999449163854678
327,mp-698479,-2.378532277864583
328,mp-769144,-1.9061459250000032
329,mp-19896,-1.0618768989583325
330,mp-600018,-3.255606931111112
331,mp-1019724,-2.744163702083336
332,mp-27774,-0.4386484700000004
333,mp-12160,-2.822621197631578
334,mp-780510,-2.392502811851653
335,mp-705414,-1.4520758214814808
336,mp-13069,-0.39315426999999803
337,mp-567872,-0.7724141033333289
338,mp-22951,-3.020023436666667
339,mp-866195,-0.26498533875000296
340,mp-780197,-2.441729158409398
341,mp-2410,-0.17491912583333402
342,mp-778064,-1.712681012142857
343,mp-22882,-1.661621450000003
344,mp-764002,-2.4200230516666674
345,mp-571478,-0.3267998131944473
346,mp-766365,-1.9033299108333335
347,mp-764528,-2.281648447111111
348,mp-622026,-1.4440376953571428
349,mp-775432,-2.2323913872023806
350,mp-567398,-0.8223308725000007
351,mp-752394,-2.201440974861111
352,mp-555048,-3.2355196962643675
353,mp-755977,-1.357891805833333
354,mp-773194,-2.239635237249591
355,mp-3581,-1.3688875324818726
356,mp-28941,-0.9291118026562515
357,mp-28372,-0.8000586699826376
358,mp-997007,-0.6515368241666657
359,mp-999274,-0.144405595344828
360,mp-22251,-1.0951438788888879
361,mp-756868,-2.2020031277380943
362,mp-733590,-1.3466835339062513
363,mp-559573,-1.966903358935184
364,mp-770585,-2.2857543991071427
365,mp-982244,0.5237768502083284
366,mp-7467,-1.357687516875
367,mp-758890,-1.7855998795238086
368,mp-313,-0.17212513666666732
369,mp-33255,-1.0794042474193548
370,mp-559292,-2.018579572664835
371,mp-7226,-0.15401557249999875
372,mp-754572,-1.8968413005555556
373,mp-554708,-0.8610532041232659
374,mp-20358,-0.4078215512500023
375,mp-7220,-1.8242448278906285
376,mp-849383,-2.561235245977011
377,mp-4901,-0.2153553279999997
378,mp-862991,-0.25973921374999875
379,mp-707373,-1.2137638437999998
380,mp-771570,-1.857873851111111
381,mp-984711,0.29384680250000095
382,mp-7290,-1.9805483531874983
383,mp-680552,-0.5695616176249991
384,mp-15900,-2.722424895
385,mp-24197,-1.5587205603225798
386,mp-971803,0.12809470874999818
387,mp-865733,-0.007355645000000521
388,mp-568805,-0.7169103928333319
389,mp-631694,0.6061652174999992
390,mp-14588,-0.9740806616249984
391,mp-29849,-0.07652426325757554
392,mp-975592,-0.24366341375000022
393,mp-19154,-2.089097835714285
394,mp-571576,-1.6826708548611116
395,mp-14712,-0.8964065016369046
396,mp-248,-0.14936236277777779
397,mp-867869,-0.28172999250000075
398,mp-569885,-2.064865632960409
399,mp-19442,-1.3614321445287345
400,mp-1628,-0.3521710899999988
401,mp-674712,-2.354881227291667
402,mp-569128,-0.044149920937500475
403,mp-755870,-2.0162492781896555
404,mp-770534,-2.011608467954981
405,mp-546285,-1.1779615770000007
406,mp-505130,-2.344889273692528
407,mp-8255,-2.67790102875
408,mp-763560,-1.7949386162734429
409,mp-13400,-0.5303885950000009
410,mp-780258,-2.035448494939655
411,mp-19509,-2.5122598459615384
412,mp-29713,-1.4398387824242411
413,mp-560887,-1.0613015768750005
414,mp-30229,-1.8996110381770839
415,mp-697068,-0.6795033927777815
416,mp-5983,-0.5863840020000047
417,mp-669389,-2.4856894001515144
418,mp-769595,-2.419807074583333
419,mp-703515,-2.26917321075
420,mp-5055,-1.2804183677938865
421,mp-18148,-1.5130840576979145
422,mp-22051,-0.7372437755555552
423,mp-568695,-0.4870432605555545
424,mp-780198,-2.4134027247753385
425,mp-22240,-0.2650705527155184
426,mp-762710,-2.0027847246666672
427,mp-763546,-1.976880638936783
428,mp-7555,-0.5816132533333325
429,mp-777742,-1.1154980853571428
430,mp-8161,-2.834326349166661
431,mp-39511,-3.3965435752727275
432,mp-704810,-1.8569326044999992
433,mp-1755,-0.15760196999999465
434,mp-753945,-0.9168220804999997
435,mp-29749,-0.3610951657500003
436,mp-1013535,-0.28311753692857095
437,mp-5597,-0.8430152878571363
438,mp-4243,-2.1019495170000027
439,mp-676156,-2.1205564622619044
440,mp-977152,-3.1444054594166673
441,mp-984555,-2.1210562551562475
442,mp-558985,-3.614976503928571
443,mp-9325,-0.8703543947044342
444,mp-20192,-0.6658358143103461
445,mp-756633,-1.899930041428572
446,mp-776402,-0.09023102830163117
447,mp-632319,-0.23149970437499867
448,mp-31896,-2.094402850807452
449,mp-17719,-1.897706837013888
450,mp-699390,-2.0059197540350886
451,mp-866288,-0.28040519124999985
452,mp-18572,-2.916155144767857
453,mp-645796,-1.8290729531944467
454,mp-754741,-3.700072168333334
455,mp-5720,-0.9112779309999979
456,mp-864991,-0.46661966791666476
457,mp-30657,-0.541024125208331
458,mp-568400,-0.5005905221428557
459,mp-7470,-1.1888988208333338
460,mp-16620,-0.5441324846969683
461,mp-558883,-3.5843547998214285
462,mp-680850,-1.0188100846969699
463,mp-28815,-1.2207961518749997
464,mp-769297,-3.4636855608055583
465,mp-12559,-0.23838140885775871
466,mp-21084,-1.7750955920588225
467,mp-559171,-1.488485160542856
468,mp-626486,-1.4260685175000005
469,mp-778752,-2.02582872787037
470,mp-773507,-2.154403601156951
471,mp-772991,-2.544220898636363
472,mp-559419,-3.120421184255952
473,mp-1019600,-3.797499996666666
474,mp-6757,-3.2568831270312497
475,mp-4657,-2.216491645416666
476,mp-764556,-2.4444755273809524
477,mp-760510,-2.3535075472222236
478,mp-1019545,-0.8947092060884358
479,mp-765509,-2.6420996009722217
480,mp-473,-0.2985788260884346
481,mp-641117,-3.58698732771605
482,mp-23217,-0.2228227425
483,mp-30244,-2.278286676785714
484,mp-7774,-0.5493329924999983
485,mp-762034,-2.157605524063492
486,mp-542493,-0.6969271221052636
487,mp-999076,-0.09534269583333366
488,mp-623751,-0.23453660812499777
489,mp-974451,-3.203846181611111
490,mp-504731,-4.071452298333335
491,mp-18865,-1.5664242157499995
492,mp-6892,-2.2493939210612366
493,mp-18890,-3.01130371225
494,mp-31310,-0.6277566715749342
495,mp-541677,-1.842840671875
496,mp-22274,-0.7379376005555566
497,mp-753748,-1.1547518945833335
498,mp-556737,-2.947296141150792
499,mp-764098,-1.5291000452380945
500,mp-510128,-2.5761229221428557
501,mp-9037,-2.0778118455729135
502,mp-5479,-3.6357717112500008
503,mp-557347,-2.128356189880952
504,mp-9582,-0.7374645341904766
505,mp-31354,-3.061463035909092
506,mp-29806,-1.0348801721455954
507,mp-638749,-0.582319478636363
508,mp-30759,-0.08621108666666832
509,mp-30615,-0.3426683653448267
510,mp-762351,-3.239361694691358
511,mp-442,-0.13669191666666336
512,mp-11457,-0.8950685699999994
513,mp-973307,-0.10512064593750026
514,mp-32983,-1.4201079237499998
515,mp-864962,-0.27262131812499923
516,mp-540540,-2.2217953519999987
517,mp-17036,-0.936635899722224
518,mp-30593,-0.12242532750000068
519,mp-755236,-3.6356156661666654
520,mp-18547,-2.83483895091133
521,mp-13245,-0.6387817301400548
522,mp-6853,-3.081639833036231
523,mp-35220,-0.5212513448065472
524,mp-27409,-1.2659275505000003
525,mp-45,0.0
526,mp-39823,-3.0189200600215518
527,mp-722902,-1.2899806736904762
528,mp-782641,-2.1282247690800036
529,mp-7899,-2.136694586874999
530,mp-753813,-1.194894500833333
531,mp-781738,-2.486658947325604
532,mp-2378,-0.255775634999992
533,mp-743768,-2.8624571668362067
534,mp-1016886,-2.2583378260000004
535,mp-997019,-0.9947317729166656
536,mp-849392,-2.581699100288866
537,mp-989646,-1.1949197172499992
538,mp-554495,-3.2778445824404763
539,mp-979987,-1.2211162312499937
540,mp-707897,-1.90793294739796
541,mp-754940,-1.2794884550000005
542,mp-31690,-2.5271223099175826
543,mp-21178,-0.4989623719999983
544,mp-20591,-0.7318133490000008
545,mp-28828,-1.9033163093333334
546,mp-27932,-0.34472641423076966
547,mp-972002,0.05088463687500422
548,mp-16947,-2.6873679971428563
549,mp-30959,-0.9343661598611129
550,mp-781604,-2.858160889583335
551,mp-973091,-0.06314589749999922
552,mp-21236,-1.0794501740476161
553,mp-557151,-0.9511080561383931
554,mp-29043,-0.3074938806944473
555,mp-976881,0.013581580625000811
556,mp-32310,-3.1572395726444444
557,mp-558244,-1.9122784219444446
558,mp-28790,-1.3004374465540538
559,mp-720721,-1.1217833197560974
560,mp-559642,-3.4470730396388896
561,mp-778583,-1.514335391724139
562,mp-557705,-1.8308923525
563,mp-1008278,0.15726529125000077
564,mp-5040,-2.0979787785416724
565,mp-639733,-3.248647573472224
566,mp-760080,-4.321498688333333
567,mp-1008624,-1.0414559783333317
568,mp-743762,-2.07341429631356
569,mp-49,0.0
570,mp-770557,-2.2647309702036766
571,mp-755898,-3.88102149021212
572,mp-30898,-0.7581152209259253
573,mp-975142,0.1834307000000006
574,mp-568151,-0.7418544810416652
575,mp-1008526,-0.39788884005208125
576,mp-558188,-1.0544510055208351
577,mp-1019269,-0.9068175347916668
578,mp-11883,-0.2931498033333355
579,mp-21891,-0.4420935377777783
580,mp-20270,0.18177160812500404
581,mp-696403,-2.2554110146875
582,mp-2461,-0.4217521700000006
583,mp-21388,-0.18565618006666113
584,mp-758056,-2.6709137269576724
585,mp-771647,-2.282924232272727
586,mp-850978,-2.006059504166668
587,mp-10889,-0.21735795124999768
588,mp-570786,0.0029021212500002966
589,mp-22084,-0.31535308981432636
590,mp-765552,-1.8910353224497127
591,mp-642642,-0.48950606783730066
592,mp-15761,-3.5060298631395344
593,mp-707201,-1.1792744803703696
594,mp-24811,-2.09056649253889
595,mp-862334,-1.0421543674999993
596,mp-1006351,0.07523220999999936
597,mp-560562,-2.9579321650000003
598,mp-761563,-1.774976544310345
599,mp-555407,-1.6901439591782423
600,mp-556296,-1.3907245862499997
601,mp-10911,-0.651628928333332
602,mp-9399,-1.1174111887500011
603,mp-4112,-1.6714632416666682
604,mp-555282,-0.48425266171052633
605,mp-568735,-0.30579532083333383
606,mp-24045,-2.1765179033035715
607,mp-16037,-3.243502807999998
608,mp-601852,-0.9356748831250004
609,mp-561326,-2.8602889931684037
610,mp-550117,-3.037073758821022
611,mp-566301,-1.7248922005952378
612,mp-10721,-0.7262925011111108
613,mp-583463,-1.1646855233333344
614,mp-631346,0.6815062200000099
615,mp-561902,-0.4972675317708332
616,mp-18300,-0.9172372214285746
617,mp-775167,-2.0863759161904754
618,mp-698183,-1.5588322025226045
619,mp-763729,-2.125522257999999
620,mp-772137,-2.8303192831818174
621,mp-643010,-0.4804723585714287
622,mp-733455,-0.48689406799999946
623,mp-865713,-0.42485398208333436
624,mp-850864,-3.8461811901041667
625,mp-743715,-1.1052961642543857
626,mp-985590,-3.2631102391666666
627,mp-22899,-1.3935849916666665
628,mp-553909,-1.205015005264139
629,mp-6957,-0.9939684678571353
630,mp-760457,-3.437200335833333
631,mp-14842,-0.4789604000985219
632,mp-760353,-1.8425676318333335
633,mp-774251,-2.434372402210884
634,mp-570147,-0.7645283562857141
635,mp-23095,-2.2016697245454537
636,mp-1009720,0.7808823774999993
637,mp-625,-0.1251691264999991
638,mp-14015,-0.06291377990716175
639,mp-695831,-0.6607433551923072
640,mp-4881,-0.8551584740000002
641,mp-568329,-0.35438131911206955
642,mp-12237,-2.831336060660713
643,mp-756134,-2.5205666057812515
644,mp-1865,-1.5816823568749996
645,mp-642398,-2.2018992563888893
646,mp-631473,0.6661523673958314
647,mp-697807,-2.4742018343765975
648,mp-556760,-2.7662677389795918
649,mp-7955,-0.7521129675000005
650,mp-22012,-0.30201479340406717
651,mp-763935,-2.7494797949999983
652,mp-769612,-2.544104279041256
653,mp-554089,-3.2660737250000005
654,mp-971757,0.12175626124999894
655,mp-631311,0.5657257294444568
656,mp-14050,-3.1414890188750006
657,mp-1013736,-0.5174077700000008
658,mp-757608,-1.7184986678991616
659,mp-707096,-1.8359108153418373
660,mp-3338,-2.216683605344827
661,mp-23866,-1.1033921585491069
662,mp-980084,-0.3456967050000017
663,mp-984728,0.4810252730208333
664,mp-865443,-0.5972035491666654
665,mp-2465,-1.1096638412500042
666,mp-28264,-1.4535898477083329
667,mp-673814,-3.9118574056666677
668,mp-653337,-2.277796831985293
669,mp-2701,-1.2042223893750013
670,mp-555866,-2.322617156528572
671,mp-774449,-2.897805184047619
672,mp-761730,-1.107127973333333
673,mp-6358,-2.9974700880444374
674,mp-31471,-0.3717627212500045
675,mp-555358,-1.620233444749998
676,mp-768204,-0.8975792820238085
677,mp-541049,-3.268391995441177
678,mp-11629,-0.39279667410256824
679,mp-865558,-1.018373454375002
680,mp-504100,-0.5194120166666666
681,mp-977113,-0.42962376374999955
682,mp-978552,-0.36056396062500085
683,mp-763299,-2.000642158333333
684,mp-568017,-0.11700809153846264
685,mp-28263,-1.4629118326666664
686,mp-557387,-3.4530184815000013
687,mp-561258,-0.9623525084062508
688,mp-20465,-0.3521241624999997
689,mp-10521,-0.40969330599999976
690,mp-30531,-0.5598006334924247
691,mp-9569,-0.6998979558571431
692,mp-780323,-2.8908084729999994
693,mp-770953,-2.0139357335714285
694,mp-764519,-2.262669402878787
695,mp-20668,-0.3194298614809904
696,mp-776084,-3.404013206000001
697,mp-32591,-3.369453909125
698,mp-622198,-2.5104331007894745
699,mp-30618,-0.9156642205555533
700,mp-543028,-1.2738720561805585
701,mp-510548,-0.6239704088235302
702,mp-2381,-0.9467521649999977
703,mp-570990,-1.849523722145594
704,mp-40066,-2.6976986797931026
705,mp-684489,-2.5101576586471865
706,mp-10233,-1.9591156344444454
707,mp-31017,-1.5678030648484842
708,mp-21026,-0.6413059658333324
709,mp-632706,-0.4502993753333328
710,mp-24192,-0.7969417836111106
711,mp-557022,-1.663472543095238
712,mp-3158,-0.7628624933333334
713,mp-11226,-0.2289712700000024
714,mp-149,0.0
715,mp-28746,-1.1678420171428587
716,mp-1009019,0.552643537499999
717,mp-755487,-1.7788804494444446
718,mp-571008,-0.7449723093333318
719,mp-19496,-2.2386957989375005
720,mp-1001844,-1.1214649968749981
721,mp-4152,-0.626975164523809
722,mp-7436,-0.7233970996388907
723,mp-2717,-0.4273060644444442
724,mp-18958,-2.7676294859374995
725,mp-559288,-2.9793525168406587
726,mp-770406,-3.264933481388889
727,mp-773162,-1.9513728145833327
728,mp-867186,-0.21613053791666514
729,mp-782666,-2.006702411393679
730,mp-706291,-2.835319010771605
731,mp-753727,-1.7676777513636366
732,mp-11221,-0.41386044000000055
733,mp-1013545,-1.090001270416667
734,mp-973732,0.20020114916666643
735,mp-42089,-2.8292897256363645
736,mp-770702,-2.4098199677083327
737,mp-541057,-1.0507905816304342
738,mp-561122,-1.6373768430078144
739,mp-560513,-3.0228409296875007
740,mp-770544,-2.6061423413888893
741,mp-767498,-3.1159175434782624
742,mp-555463,-4.348646912205882
743,mp-560934,-2.433343929123335
744,mp-558834,-2.958919680637256
745,mp-753669,-0.14791065283819413
746,mp-28507,-2.0550466228378386
747,mp-565431,-2.2378992001923077
748,mp-775906,-3.895582311249998
749,mp-768295,-1.8531837472500001
750,mp-628665,-1.4765325330952384
751,mp-867927,-0.5806818716666662
752,mp-978494,0.3212294587500004
753,mp-17720,-0.7373520218750009
754,mp-781053,-2.2668963936624653
755,mp-22486,-0.4864611065057403
756,mp-2889,-1.113890505781253
757,mp-756006,-0.8894255986111101
758,mp-582357,-0.4523171109999993
759,mp-18751,-1.9823252001231526
760,mp-22441,-2.8366814187499996
761,mp-640898,-0.05772733620689703
762,mp-31168,-0.24716827458333412
763,mp-753471,-2.0502031224999997
764,mp-3897,-1.385817718898809
765,mp-753781,-3.719666126000007
766,mp-568136,-1.5489731195000023
767,mp-1851,-0.5198586991666664
768,mp-760837,-2.673855415131578
769,mp-570044,-0.7669249155000045
770,mp-556517,-1.5361985623999987
771,mp-15902,-3.208209978745099
772,mp-556069,-3.4550366933333314
773,mp-1759,-3.8049456412499985
774,mp-10679,0.012998920000000025
775,mp-8054,-2.636928682137931
776,mp-9245,-2.4799368400925927
777,mp-540416,-2.3752292429716753
778,mp-8479,-0.7548987675925957
779,mp-1598,-0.4616042232440476
780,mp-8985,-3.1950741396428577
781,mp-12832,-2.4620475416666676
782,mp-780444,-2.7384857786666674
783,mp-555151,-0.9621921344419633
784,mp-29033,-1.036986181051587
785,mp-23023,-3.2338586799999973
786,mp-1009787,0.9096720512499985
787,mp-864969,-0.6254715574999992
788,mp-20686,-0.3328317955555491
789,mp-706489,-2.4605418373859544
